#,Player,Team,GP,MPG,PPG,PPG_Grade,FGM,FGA,FG%,FG%_Grade,3PM,3PA,3P%,3P%_Grade,FTM,FTA,FT%,FT%_Grade,ORB,DRB,RPG,RPG_Grade,APG,APG_Grade,SPG,SPG_Grade,BPG,BPG_Grade,TOV,PF,OVR_Grade
835,Jarrett Hensley,SOILL,23,25.0,11.2,77,3.8,8.3,0.458,91,1.3,3.9,0.337,82,2.3,3.0,0.783,77,1.4,4.0,5.3,72,1.4,63,0.5,70,0.9,79,1.7,2.3,77
836,Ante Beljan,UALR,23,28.6,11.2,77,4.3,7.6,0.569,97,0.0,0.0,0.0,60,2.6,3.9,0.674,66,2.3,2.6,4.9,71,2.1,69,0.9,78,0.7,76,2.5,3.3,75
837,Christian Moore,UAPB,19,29.9,11.2,77,4.4,11.4,0.387,86,1.2,4.5,0.259,74,1.2,1.8,0.676,66,0.8,2.6,3.5,67,4.4,74,1.4,84,0.0,60,2.7,2.1,74
838,Braelon Bush,PVAMU,20,23.2,11.2,77,3.9,7.6,0.51,95,1.3,3.0,0.441,93,2.2,2.8,0.786,77,0.4,1.2,1.6,63,2.2,69,1.1,82,0.1,62,1.5,0.9,78
839,Miguel Tomley,WEBER,20,27.9,11.2,77,3.7,10.0,0.365,84,2.0,5.9,0.331,82,2.0,2.4,0.83,82,0.3,1.8,2.1,64,1.8,67,0.7,74,0.1,62,2.0,1.6,74
840,Coleman Hawkins,KSU,21,33.1,11.2,77,4.1,10.0,0.41,88,1.2,3.8,0.316,80,1.8,3.0,0.603,60,2.1,5.0,7.1,77,4.4,74,2.1,90,1.3,82,2.6,2.4,79
841,Micah Parrish,OSU,21,29.9,11.2,77,3.9,8.9,0.441,90,1.5,4.3,0.352,84,1.9,2.4,0.78,77,0.6,4.0,4.6,70,1.5,64,1.1,82,0.3,65,2.1,2.8,77
842,Britain Harris,USCU,22,25.0,11.2,77,4.1,8.1,0.503,95,1.1,3.4,0.333,82,1.9,2.1,0.891,88,0.2,2.7,3.0,66,2.8,69,1.0,80,0.0,60,1.5,1.7,78
843,Tanner Toolson,UVU,22,27.4,11.2,77,3.9,9.4,0.415,88,1.7,5.2,0.325,81,1.7,2.3,0.74,73,1.3,2.9,4.2,69,1.7,66,1.0,80,0.3,65,1.4,1.2,75
844,Yuri Covington,UML,23,27.6,11.2,77,3.5,8.4,0.415,88,1.6,4.7,0.333,82,2.7,3.0,0.871,86,0.8,3.1,4.0,69,1.2,62,0.4,69,0.2,63,1.4,2.0,75
845,Matthew Murrell,MISS,18,29.9,11.2,77,3.8,9.2,0.416,88,1.4,4.4,0.316,80,2.1,2.9,0.731,72,0.8,2.6,3.4,67,2.1,69,2.1,90,0.2,63,0.7,1.9,76
846,Kendal Coleman,CALBU,21,25.5,11.1,77,4.2,8.0,0.527,96,0.8,2.2,0.37,86,2.0,2.9,0.683,67,2.7,5.8,8.5,85,0.5,61,0.3,66,0.5,70,1.5,1.9,76
847,Vasean Allette,TCU,21,27.7,11.1,77,4.4,11.6,0.383,86,0.6,2.8,0.224,71,1.7,2.4,0.7,69,0.8,2.8,3.5,67,2.9,69,1.2,83,0.2,63,2.2,1.9,74
848,"Terri Miller, Jr.",PORTL,22,20.1,11.1,77,4.5,9.0,0.508,95,0.6,2.1,0.283,77,1.5,2.2,0.667,65,1.6,3.6,5.3,72,1.9,68,1.6,86,0.3,65,1.5,2.6,76
849,Tony Osburn,OMAHA,23,26.1,11.1,77,3.4,8.0,0.427,89,1.9,5.1,0.368,85,2.4,2.8,0.859,84,0.5,2.5,3.0,66,1.1,62,1.0,80,0.0,60,0.8,1.7,76
850,Marvin McGhee III,CSUB,23,30.2,11.1,77,3.7,9.7,0.386,86,2.2,6.6,0.329,81,1.5,1.8,0.829,81,0.6,3.4,4.0,69,1.1,62,0.5,70,0.0,60,1.3,2.0,74
851,DaSonte Bowen,STBN,10,31.2,11.1,77,3.4,8.0,0.425,89,0.4,1.9,0.211,70,3.9,5.0,0.78,77,0.8,3.0,3.8,68,4.2,73,2.0,90,0.1,62,2.3,1.8,76
852,Rob Carpenter,NMSU,22,23.1,11.1,77,4.3,10.0,0.427,89,1.6,5.1,0.321,81,0.9,1.4,0.667,65,2.1,4.3,6.4,75,0.5,61,0.7,74,0.8,78,0.8,2.2,75
853,"Silas Demary, Jr.",UGA,22,29.8,11.1,77,3.2,8.0,0.4,88,1.2,3.3,0.37,86,3.5,4.2,0.828,81,0.8,3.1,4.0,69,2.9,69,1.7,87,0.2,63,2.5,2.5,78
854,Chris Flippin,UMES,22,27.0,11.1,77,4.7,8.0,0.591,98,0.0,0.0,0.0,60,1.6,3.1,0.522,60,2.5,3.0,5.5,72,0.6,61,0.3,66,0.3,65,1.0,2.6,70
855,Ray Harrison,GCU,22,30.9,11.1,77,3.2,8.5,0.376,85,1.3,3.6,0.367,85,3.4,3.8,0.893,88,0.6,2.1,2.7,65,2.9,69,1.2,83,0.2,63,1.7,1.3,77
856,Jake Fiegen,COR,19,25.2,11.1,77,3.9,7.4,0.529,96,1.6,3.9,0.4,89,1.7,2.2,0.78,77,1.0,2.7,3.7,68,1.4,63,1.1,82,0.6,74,0.9,1.8,79
857,Jlynn Counter,MTSU,19,26.3,11.1,77,4.2,9.2,0.457,91,1.2,3.8,0.319,80,1.4,2.0,0.711,70,0.3,3.4,3.7,68,3.2,69,1.2,83,0.3,65,1.4,1.9,76
858,Wesley Robinson,MAN,20,29.4,11.1,77,3.8,8.3,0.461,92,1.4,3.7,0.37,86,2.1,2.7,0.792,78,1.6,4.4,6.0,74,1.9,68,0.9,78,0.5,70,1.6,3.2,78
859,Lynn Kidd,UMFL,21,28.1,11.0,77,4.8,7.3,0.649,99,0.0,0.0,0.0,60,1.5,2.0,0.762,75,2.5,4.0,6.5,75,1.5,64,0.5,70,0.7,76,1.3,2.0,75
860,Jordan Mason,UIC,21,30.2,11.0,77,4.1,9.0,0.457,91,0.7,1.6,0.412,90,2.2,2.7,0.807,79,0.9,2.6,3.5,67,3.5,70,1.3,84,0.2,63,1.5,2.0,78
861,Nait George,GT,22,33.1,11.0,77,4.0,10.2,0.397,87,1.5,4.7,0.308,79,1.5,1.9,0.805,79,0.3,3.4,3.7,68,6.3,93,1.0,80,0.5,70,2.4,1.7,80
862,Alex Merkviladze,LOYMR,22,31.4,11.0,77,3.7,9.0,0.414,88,1.7,4.8,0.349,83,1.9,2.7,0.7,69,1.0,5.5,6.5,75,2.1,69,0.5,70,0.4,67,1.2,2.3,75
863,Jordan Gainey,TENN,22,27.1,11.0,77,3.5,8.5,0.404,88,1.4,4.2,0.326,81,2.8,3.5,0.803,79,1.0,2.3,3.3,67,1.8,67,1.1,82,0.6,74,1.0,2.0,77
864,Connor Essegian,UNL,22,22.4,11.0,77,3.5,8.5,0.412,88,2.4,6.0,0.398,88,1.6,2.0,0.837,82,0.2,2.5,2.6,65,1.0,62,0.5,70,0.1,62,1.0,1.1,75
865,Colby Rogers,MEMP,22,31.4,11.0,77,3.8,10.0,0.384,86,2.3,5.9,0.385,87,1.1,1.4,0.806,79,0.5,1.9,2.4,65,1.5,64,0.8,76,0.4,67,1.5,2.5,76
866,Ryan Nembhard,ZAGS,23,34.9,11.0,77,3.7,8.4,0.438,89,1.1,2.8,0.391,88,2.6,3.3,0.766,75,0.3,2.7,3.1,66,10.0,99,1.7,87,0.1,62,2.3,1.6,81
867,Isaiah Walker,BLMNT,23,32.7,11.0,77,3.9,8.1,0.478,93,1.0,3.1,0.319,80,2.3,2.9,0.803,79,2.1,3.6,5.7,73,2.3,69,1.0,80,0.2,63,1.2,1.3,77
868,Nolan Minessale,STTOM,24,26.1,11.0,77,4.3,7.7,0.562,97,0.5,1.6,0.289,77,1.9,2.7,0.708,69,1.0,2.4,3.5,67,2.0,69,1.1,82,1.0,80,1.3,2.5,78
869,KeShawn Murphy,MISST,22,23.6,11.0,77,4.6,8.1,0.564,97,0.2,1.0,0.19,68,1.6,2.8,0.59,60,2.1,5.1,7.2,77,1.8,67,1.0,80,1.1,80,1.1,1.9,76
870,Gavin Walsh,BNGH,22,32.0,11.0,77,3.5,8.3,0.429,89,0.8,2.5,0.333,82,3.1,4.6,0.673,66,2.0,8.3,10.3,99,1.8,67,0.8,76,0.3,65,2.0,2.5,78
871,Kolton Mitchell,IDAHO,23,28.6,11.0,77,3.7,8.7,0.432,89,1.6,4.4,0.363,85,1.9,2.1,0.917,90,0.5,1.9,2.4,65,3.3,69,1.5,85,0.0,60,1.7,2.4,78
872,Braden Huff,ZAGS,23,16.3,11.0,77,4.9,8.9,0.554,97,0.2,1.0,0.208,69,1.0,1.2,0.786,77,1.2,2.3,3.5,67,0.9,61,0.2,64,0.7,76,0.5,1.7,74
873,Will Riley,ILL,22,21.8,11.0,77,3.6,9.0,0.397,87,1.4,4.1,0.33,82,2.5,3.5,0.692,68,1.2,2.4,3.6,68,1.6,65,0.2,64,0.2,63,1.0,1.2,72
874,Khristian Lander,WKU,19,26.0,11.0,77,3.9,9.7,0.405,88,1.6,4.7,0.333,82,1.5,1.8,0.829,81,0.6,2.7,3.3,67,2.0,69,1.1,82,0.2,63,1.2,2.1,77
875,Alejandro Vasquez,UAB,23,21.8,11.0,77,4.0,9.6,0.421,89,1.0,3.9,0.256,74,1.9,2.2,0.863,85,0.7,1.8,2.5,65,1.4,63,0.6,72,0.1,62,0.9,1.9,74
876,Vlad Salaridze,UTM,23,27.1,11.0,77,3.7,8.7,0.42,89,1.0,2.8,0.359,84,2.7,3.5,0.763,75,3.0,5.3,8.3,83,2.5,69,2.0,90,0.5,70,2.4,2.8,80
877,Lajae Jones,STBN,23,33.4,11.0,77,3.7,7.5,0.494,94,1.6,3.7,0.44,93,2.0,2.4,0.804,79,1.3,4.3,5.7,73,0.7,61,1.3,84,0.9,79,0.8,2.1,80
878,Ring Malith,SIUE,23,30.0,11.0,77,3.9,9.5,0.406,88,1.1,3.7,0.298,78,2.1,2.8,0.754,74,1.7,5.0,6.7,75,1.6,65,0.9,78,0.6,74,1.6,2.2,77
879,Michael Osei-Bonsu,MZZST,23,27.9,11.0,77,4.6,8.3,0.547,96,0.0,0.0,0.0,60,1.8,3.9,0.467,60,3.1,4.3,7.4,78,1.9,68,1.3,84,0.6,74,3.1,3.6,75
880,Gyasi Powell,LIP,23,30.1,11.0,77,3.8,9.0,0.418,88,2.0,5.4,0.376,86,1.3,1.5,0.912,90,0.6,2.3,2.9,66,1.4,63,1.2,83,0.0,60,0.8,1.0,77
881,Caleb Kenney,HC,23,25.0,11.0,77,4.9,9.0,0.541,96,0.0,0.1,0.0,60,1.2,1.9,0.636,62,1.2,3.3,4.4,70,1.3,63,0.6,72,0.7,76,1.9,2.4,72
882,Pablo Tamba,UCD,22,26.6,11.0,77,4.2,6.8,0.617,99,0.1,0.6,0.214,70,2.5,4.0,0.621,61,1.5,3.5,5.0,71,1.1,62,1.1,82,0.9,79,2.3,2.8,76
883,Braedan Lue,KENN,22,25.5,11.0,77,4.0,8.8,0.456,91,1.0,3.6,0.275,76,2.0,2.9,0.672,66,1.6,4.1,5.7,73,0.7,61,0.7,74,0.9,79,1.5,2.3,75
884,Daniel Rouzan,BTHCK,22,25.9,11.0,77,4.7,8.5,0.556,97,0.2,0.4,0.5,99,1.3,2.2,0.604,60,1.5,3.3,4.9,71,0.5,61,0.2,64,0.6,74,1.6,2.5,76
885,Prophet Johnson,FAIR,21,25.6,11.0,77,4.1,9.3,0.446,90,0.3,1.5,0.188,67,2.4,3.0,0.781,77,3.1,3.7,6.8,76,2.3,69,1.6,86,0.2,63,1.0,1.4,76
886,Saint Thomas,USC,21,34.0,11.0,77,4.3,9.3,0.459,91,1.0,3.1,0.333,82,1.3,2.1,0.636,62,1.1,5.1,6.2,74,4.1,73,1.3,84,0.4,67,2.4,2.1,77
887,Damari Monsanto,UTSA,20,24.9,11.0,77,3.6,9.0,0.397,87,3.3,7.9,0.42,91,0.6,0.6,0.917,90,0.4,3.6,4.0,69,1.5,64,1.1,82,0.4,67,1.1,1.8,79
888,Eli Stephens,AMERU,20,29.5,11.0,77,3.8,8.8,0.434,89,0.9,2.4,0.362,85,2.5,3.0,0.847,83,0.5,2.4,2.9,66,3.8,71,1.5,85,0.1,62,2.4,2.2,78
889,Armonii Zeigler,STPC,18,32.1,10.9,76,4.2,9.2,0.461,92,0.9,2.7,0.327,81,1.6,2.5,0.644,63,1.6,4.5,6.1,74,1.7,66,1.7,87,0.3,65,2.2,2.1,76
890,Jalen Forrest,CHIST,23,28.6,10.9,76,3.7,9.5,0.388,86,1.2,3.7,0.321,81,2.3,3.5,0.675,66,1.2,3.6,4.8,71,1.3,63,0.4,69,0.4,67,1.9,1.9,73
891,Chris Ashby,QUC,23,27.8,10.9,76,3.5,10.1,0.349,82,3.0,8.9,0.343,83,0.8,1.0,0.864,85,0.2,0.7,0.9,61,1.2,62,0.5,70,0.2,63,1.1,1.7,73
892,Kaden Cooper,LATCH,22,29.1,10.9,76,4.3,8.6,0.495,94,1.1,3.3,0.329,81,1.3,1.8,0.718,70,1.6,6.0,7.7,79,1.3,63,1.5,85,0.7,76,1.8,1.4,78
893,"DeMarr Langford, Jr.",ALBNY,22,30.7,10.9,76,4.6,7.9,0.586,98,0.0,0.1,0.0,60,1.6,3.1,0.529,60,2.3,2.8,5.1,71,1.4,63,1.5,85,0.5,70,1.2,1.8,73
894,Jaylen Murray,MISS,22,31.6,10.9,76,3.7,9.0,0.411,88,2.0,4.9,0.407,89,1.5,1.8,0.85,84,0.0,2.2,2.2,64,3.7,71,1.5,85,0.3,65,1.3,1.5,78
895,Javan Buchanan,BOISE,22,22.4,10.9,76,4.3,7.5,0.57,97,0.8,2.0,0.395,88,1.6,2.0,0.795,78,0.9,3.0,3.9,68,0.7,61,0.5,70,0.6,74,0.8,2.4,77
896,L.A. Pratt,NEU,22,29.8,10.9,76,4.5,10.6,0.423,89,1.1,4.7,0.24,73,0.8,1.1,0.68,67,0.5,3.3,3.8,68,2.5,69,1.4,84,0.0,60,1.7,1.4,74
897,Dakota Leffew,UGA,22,25.5,10.9,76,3.8,8.6,0.437,89,2.0,5.3,0.368,85,1.4,1.9,0.756,74,0.4,1.6,2.0,64,2.1,69,0.7,74,0.4,67,1.5,1.7,75
898,Daniel Egbuniwe,TNTCH,21,27.9,10.9,76,4.1,9.9,0.413,88,1.3,4.2,0.315,80,1.4,2.3,0.604,60,1.8,5.2,7.0,76,2.3,69,0.8,76,0.9,79,2.1,2.0,76
899,Nnamdi Shockley-Okeke,HWRD,21,23.6,10.9,76,3.7,7.4,0.494,94,2.3,5.3,0.432,92,1.3,1.8,0.711,70,0.7,2.0,2.7,65,1.0,62,0.3,66,0.4,67,1.1,2.1,74
900,Fletcher Abee,UNCA,20,28.7,10.9,76,3.6,9.0,0.4,88,2.8,6.2,0.444,93,1.0,1.6,0.613,60,0.3,1.7,1.9,63,1.4,63,0.7,74,0.1,62,1.1,1.9,73
901,"Jovan Blacksher, Jr.",Cal,19,29.2,10.9,76,3.7,10.7,0.348,82,2.0,6.1,0.328,81,1.4,1.8,0.771,76,0.4,1.9,2.3,64,2.4,69,1.1,82,0.0,60,2.1,1.6,74
902,Dylan Arnett,CLEST,23,28.1,10.9,76,4.6,7.5,0.61,99,0.0,0.0,0.0,60,1.7,2.7,0.645,63,3.1,4.6,7.7,79,1.2,62,0.8,76,1.2,80,1.6,2.0,75
903,Brock Wisne,NOCOL,23,23.6,10.9,76,4.7,7.4,0.641,99,0.2,0.7,0.267,75,1.2,1.7,0.718,70,1.7,2.3,4.0,69,1.8,67,0.3,66,0.4,67,1.0,2.9,74
904,Baba Miller,FAU,22,29.6,10.9,76,4.1,8.5,0.489,94,1.0,3.1,0.333,82,1.5,2.4,0.642,63,1.7,5.4,7.1,77,2.8,69,0.8,76,1.7,85,2.0,2.6,78
905,Hayden Gray,UCSD,22,30.7,10.9,76,4.0,8.5,0.468,92,1.5,3.8,0.41,90,1.4,2.0,0.689,67,0.7,2.2,2.9,66,2.9,69,3.3,99,0.1,62,1.5,1.9,78
906,Will Johnston,LOYMR,22,28.5,10.9,76,3.3,9.0,0.369,84,2.0,5.6,0.358,84,2.2,2.6,0.86,85,0.3,2.1,2.5,65,3.1,69,1.0,80,0.0,60,1.1,2.1,76
907,Koby Brea,UK,21,24.1,10.9,76,3.8,7.9,0.476,93,2.7,5.8,0.463,95,0.7,0.8,0.824,81,0.3,2.8,3.1,66,0.9,61,0.3,66,0.5,70,0.4,1.5,76
908,Zoom Diallo,UWASH,21,24.0,10.9,76,4.1,8.7,0.47,93,0.2,0.9,0.222,71,2.5,3.4,0.732,72,1.1,2.0,3.1,66,2.9,69,0.5,70,0.2,63,1.8,2.2,73
909,Colin Smalls,AMERU,21,28.1,10.9,76,3.4,8.3,0.411,88,1.4,4.5,0.316,80,2.6,3.2,0.794,78,0.4,1.3,1.7,63,1.4,63,0.9,78,0.0,60,0.7,2.3,74
910,Sam Brown,PENN,19,31.3,10.8,76,3.5,8.9,0.388,86,1.8,5.5,0.327,81,2.1,2.7,0.784,77,0.7,2.7,3.4,67,1.8,67,0.5,70,0.1,62,1.5,2.0,74
911,Keionte Cornelius,ALCST,19,18.4,10.8,76,3.5,9.5,0.365,84,2.6,6.9,0.382,87,1.3,1.5,0.828,81,0.3,1.0,1.3,62,0.2,60,0.1,62,0.0,60,1.1,0.8,72
912,Sean Craig,IUI,24,30.9,10.8,76,3.7,8.8,0.415,88,1.5,4.3,0.356,84,2.0,2.6,0.746,73,2.3,5.5,7.7,79,1.7,66,1.0,80,0.5,70,1.6,2.6,77
913,Taye Fields,UNA,23,28.3,10.8,76,4.3,7.8,0.553,97,0.3,0.9,0.4,89,1.9,2.5,0.741,73,3.0,5.7,8.7,87,3.5,70,1.6,86,0.9,79,1.5,2.5,83
914,Tamin Lipsey,IWAST,22,30.3,10.8,76,3.8,8.0,0.477,93,1.1,3.3,0.329,81,2.1,2.8,0.742,73,1.0,1.4,2.4,65,2.8,69,2.1,90,0.3,65,1.5,1.9,77
915,Jaemyn Brakefield,MISS,22,23.0,10.8,76,3.7,7.8,0.471,93,0.8,2.2,0.347,83,2.7,3.7,0.72,71,1.7,3.3,5.0,71,1.9,68,0.8,76,0.3,65,1.3,1.9,76
916,Jalen Speer,MARSH,22,27.0,10.8,76,3.6,8.6,0.418,88,2.4,6.0,0.398,88,1.2,1.4,0.871,86,0.5,1.4,2.0,64,2.3,69,1.0,80,0.0,60,1.2,2.7,77
917,Mikale Stevenson,GRAMB,21,32.3,10.8,76,3.8,8.6,0.439,89,0.9,2.5,0.346,83,2.4,3.2,0.75,74,0.9,3.8,4.7,70,4.0,72,1.8,88,0.1,62,2.9,1.8,77
918,Kobe Knox,USOFL,21,26.6,10.8,76,4.0,8.3,0.483,94,1.6,4.4,0.359,84,1.2,1.7,0.743,73,1.0,1.5,2.6,65,1.5,64,0.9,78,0.2,63,0.6,1.8,75
919,Jalin Billingsley,EMICH,21,24.6,10.8,76,4.4,7.9,0.558,97,0.5,1.3,0.357,84,1.6,2.4,0.647,63,1.8,2.9,4.6,70,1.0,62,0.7,74,0.7,76,1.5,3.1,76
920,Nolan Hickman,ZAGS,23,30.2,10.8,76,4.0,8.5,0.477,93,2.4,5.3,0.459,94,0.3,0.3,1.0,99,0.6,2.2,2.8,66,2.0,69,0.9,78,0.3,65,1.1,1.1,80
921,Nendah Tarke,TOWS,23,26.4,10.8,76,3.3,9.0,0.362,84,1.1,3.8,0.284,77,3.2,5.0,0.64,63,0.7,3.6,4.3,69,1.4,63,1.3,84,0.3,65,1.3,1.3,73
922,Duke Brennan,GCU,18,25.3,10.8,76,4.1,6.2,0.661,99,0.0,0.1,0.0,60,2.6,3.9,0.657,64,3.4,5.8,9.3,93,0.3,60,0.7,74,0.4,67,1.1,2.4,75
923,Jaeden Zackery,CLEM,22,34.4,10.8,76,3.7,8.5,0.433,89,1.1,3.3,0.342,83,2.3,2.5,0.893,88,1.0,2.1,3.1,66,3.3,69,2.0,90,0.0,60,1.5,2.3,78
924,Tyler Mrus,IDAHO,21,30.9,10.8,76,3.5,8.5,0.408,88,2.5,6.4,0.385,87,1.3,1.6,0.824,81,0.6,2.6,3.2,67,1.0,62,0.6,72,0.3,65,1.1,1.3,75
925,Tyreese Watson,ULM,24,31.9,10.8,76,3.4,9.0,0.375,85,0.6,1.9,0.311,80,3.4,4.4,0.781,77,0.8,2.4,3.3,67,4.1,73,1.5,85,0.1,62,2.4,2.5,76
926,Jefferson Monegro,VAL,23,29.6,10.7,76,3.1,8.3,0.37,85,0.9,3.2,0.288,77,3.7,4.8,0.764,75,0.6,1.7,2.3,64,1.8,67,0.9,78,0.3,65,1.6,2.1,74
927,"Guy Ragland, Jr.",COR,19,22.5,10.7,76,3.8,7.1,0.537,96,1.7,3.9,0.446,93,1.4,1.9,0.75,74,1.0,4.5,5.5,72,2.6,69,1.0,80,0.4,67,1.9,2.1,79
928,Egor Demin,BYU,18,28.5,10.7,76,3.7,8.6,0.432,89,1.3,4.4,0.291,78,2.0,2.9,0.679,66,0.4,3.7,4.1,69,5.9,89,1.4,84,0.6,74,2.8,1.4,79
929,Tyrese Proctor,DUKE,21,29.4,10.7,76,3.6,8.9,0.406,88,2.1,5.5,0.388,87,1.3,1.7,0.778,76,0.7,2.9,3.6,68,2.2,69,0.8,76,0.1,62,1.1,2.0,76
930,Isaiah Adams,U of T,21,29.0,10.7,76,4.0,10.2,0.391,87,1.0,3.6,0.28,77,1.7,1.9,0.923,91,0.4,3.1,3.6,68,3.3,69,1.2,83,0.8,78,2.1,2.4,79
931,Neftali Alvarez,SOMIS,21,28.2,10.7,76,3.9,9.0,0.436,89,0.6,2.7,0.232,72,2.3,3.5,0.649,63,0.6,2.2,2.8,66,3.3,69,1.4,84,0.2,63,2.5,1.6,73
932,Josh Omojafo,RMU,24,28.8,10.7,76,3.2,7.4,0.429,89,0.8,2.1,0.36,85,3.6,4.4,0.829,81,1.0,2.1,3.1,66,1.3,63,0.5,70,0.3,65,1.7,2.8,75
933,Drew Thelwell,IOWA,20,26.3,10.7,76,3.8,6.9,0.555,97,1.3,2.9,0.431,92,1.9,2.8,0.661,65,0.2,2.2,2.4,65,3.1,69,2.0,90,0.1,62,1.1,0.8,77
934,Dre Bullock,SODAK,20,21.7,10.7,76,3.3,7.5,0.436,89,1.4,4.0,0.35,84,2.8,3.8,0.737,72,0.7,2.6,3.3,67,1.4,63,1.3,84,0.5,70,1.5,2.0,76
935,Rylan Jones,SAMF,23,27.5,10.7,76,3.5,7.7,0.449,90,2.2,5.4,0.403,89,1.6,2.1,0.75,74,0.5,2.5,3.0,66,5.5,85,1.8,88,0.1,62,2.3,1.8,79
936,Xavier Brown,JMU,23,28.4,10.7,76,3.8,9.9,0.388,86,1.9,5.4,0.355,84,1.1,1.7,0.667,65,0.3,3.3,3.6,68,2.9,69,1.5,85,0.1,62,1.3,1.9,75
937,Isaac Jessup,POLY,19,30.4,10.7,76,3.6,8.3,0.439,89,2.7,6.8,0.395,88,0.7,0.9,0.824,81,0.6,2.6,3.3,67,2.4,69,1.7,87,0.1,62,1.4,2.3,78
938,Aaron Nkrumah,TNST,22,28.7,10.7,76,4.0,9.8,0.405,88,0.9,3.4,0.253,74,1.9,2.9,0.667,65,1.3,3.7,5.0,71,3.0,69,1.6,86,0.6,74,2.5,2.9,76
939,Nehemiah Benson,BNGH,22,24.0,10.7,76,4.3,7.5,0.573,97,0.1,0.3,0.286,77,2.0,2.9,0.714,70,1.3,2.9,4.1,69,1.4,63,0.5,70,0.3,65,1.4,2.9,74
940,Miles Kelly,AUB,21,26.1,10.7,76,3.5,8.0,0.438,89,2.3,5.3,0.429,91,1.3,1.5,0.875,86,0.4,3.0,3.4,67,0.9,61,0.9,78,0.4,67,0.7,2.1,77
941,Ben Gregg,ZAGS,23,22.0,10.7,76,3.8,6.7,0.571,97,0.7,2.3,0.302,79,2.3,3.0,0.779,76,2.4,3.5,5.9,73,1.4,63,0.9,78,0.5,70,0.7,1.7,77
942,Kai Johnson,MONT,23,23.1,10.7,76,3.8,7.5,0.503,95,0.7,2.5,0.281,77,2.4,3.3,0.724,71,0.5,2.5,3.0,66,1.7,66,1.3,84,0.7,76,1.6,2.2,77
943,A.J. Hoggard,VANDY,20,25.5,10.7,76,3.8,9.4,0.399,87,1.1,3.3,0.323,81,2.1,3.2,0.667,65,0.4,2.3,2.7,65,4.6,76,1.4,84,0.3,65,2.3,2.1,75
944,"A.J. Lesburt, Jr.",BRWN,14,26.6,10.6,76,3.5,7.9,0.445,90,2.6,6.4,0.411,90,1.0,1.5,0.667,65,0.4,2.9,3.3,67,1.4,63,0.4,69,0.6,74,1.0,1.1,75
945,Tanner Christensen,HAW,22,25.0,10.6,76,3.5,5.9,0.605,99,0.0,0.2,0.25,74,3.5,5.3,0.664,65,2.7,4.4,7.1,77,1.1,62,0.4,69,1.0,80,1.6,3.1,76
946,Jhamir Brickus,VILL,22,29.8,10.6,76,4.0,8.3,0.489,94,1.9,4.0,0.477,96,0.6,0.7,0.875,86,0.3,1.7,2.0,64,5.5,85,0.7,74,0.2,63,2.1,2.1,80
947,Dorian McMillian,JKSN,22,26.0,10.6,76,3.7,9.1,0.41,88,1.5,4.2,0.37,86,1.6,2.1,0.766,75,0.6,3.4,4.0,69,0.8,61,1.0,80,0.4,67,2.1,1.8,76
948,Samet Yigitoglu,SMU,19,23.9,10.6,76,4.0,7.1,0.563,97,0.1,0.2,0.333,82,2.6,4.1,0.628,61,2.4,4.2,6.6,75,1.2,62,0.6,72,1.1,80,1.3,3.1,76
949,Morgan Safford,KENT,8,26.0,10.6,76,3.1,9.3,0.338,81,1.6,5.3,0.31,80,2.8,3.5,0.786,77,1.4,4.8,6.1,74,1.0,62,0.9,78,0.1,62,0.6,2.6,74
950,"Ronnie Harrison, Jr.",TARST,8,23.9,10.6,76,3.8,7.9,0.476,93,0.1,0.5,0.25,74,3.0,4.3,0.706,69,1.8,2.4,4.1,69,0.9,61,1.5,85,0.1,62,2.8,2.4,74
951,Duke Miles,OKLA,21,25.9,10.6,76,3.8,7.2,0.523,96,1.4,3.3,0.435,92,1.7,2.0,0.854,84,0.4,2.0,2.4,65,2.2,69,1.5,85,0.1,62,1.4,1.9,79
952,"Howie Fleming, Jr.",UTRGV,23,25.2,10.6,76,3.8,6.7,0.565,97,0.9,2.3,0.396,88,2.1,3.2,0.671,66,1.9,4.7,6.6,75,2.3,69,0.8,76,0.1,62,1.9,2.5,77
953,Elliot Cadeau,UNC,23,29.3,10.6,76,3.8,8.4,0.448,90,0.8,2.6,0.305,79,2.3,3.2,0.703,69,0.5,2.7,3.2,67,6.0,90,1.2,83,0.3,65,3.2,3.1,78
954,"Daniel Skillings, Jr.",CINCY,15,25.3,10.6,76,3.9,9.5,0.413,88,1.1,3.8,0.298,78,1.6,2.4,0.667,65,1.8,1.9,3.7,68,1.5,64,1.2,83,0.7,76,1.3,1.8,75
955,Jalen Myers,NORF,22,25.7,10.6,76,3.7,7.0,0.526,96,0.8,2.2,0.354,84,2.5,2.8,0.885,87,1.3,4.2,5.5,72,0.9,61,0.9,78,0.4,67,1.3,2.7,78
956,Noah Amenhauser,CCU,22,20.6,10.6,76,4.1,6.9,0.603,99,0.0,0.0,0.0,60,2.3,3.4,0.68,67,2.1,3.3,5.5,72,0.6,61,0.5,70,0.6,74,1.9,2.0,73
957,D.Q. Cole,OAKL,24,29.5,10.6,76,3.7,10.5,0.351,83,2.1,7.3,0.293,78,1.1,1.4,0.794,78,0.5,3.0,3.5,67,1.7,66,0.7,74,0.5,70,1.7,2.6,74
