#,Player,Team,GP,MPG,PPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,RPG,APG,SPG,BPG,TOV,PF
148,Brandon Weston,TNST,23,32.2,16.3,4.8,10.7,.449,0.9,2.9,.303,5.8,6.9,.843,2.0,2.9,4.9,1.9,1.4,0.1,1.9,2.7
149,Steven Ashworth,CREI,21,35.0,16.3,4.9,12.0,.403,3.0,8.2,.370,3.6,3.7,.974,0.2,3.9,4.1,6.8,0.8,0.0,3.8,1.6
150,Isaiah Swope,STLOU,21,36.0,16.3,5.5,13.3,.414,2.9,8.7,.333,2.4,3.2,.735,0.5,2.1,2.6,4.9,1.1,0.1,2.8,2.8
151,Myles Tate,APPST,22,33.0,16.3,5.7,13.5,.421,2.2,5.9,.377,2.7,3.7,.741,0.4,4.4,4.8,5.5,2.3,0.2,2.8,2.0
152,Jemahri Hill,BLLST,21,31.7,16.3,5.4,12.3,.442,0.7,3.0,.234,4.7,7.0,.669,0.7,4.2,5.0,3.2,1.0,0.2,2.8,2.4
153,Ryan Conwell,XAV,22,32.5,16.3,5.1,11.9,.429,3.0,7.5,.396,3.1,3.8,.821,0.3,2.3,2.6,2.2,1.2,0.2,1.6,2.6
154,Samage Teel,INDST,23,32.6,16.3,5.6,11.3,.492,1.9,5.4,.347,3.3,4.3,.758,0.5,3.9,4.4,4.6,1.3,0.2,3.4,2.0
155,Marko Maletic,WIU,23,29.4,16.3,5.6,12.1,.464,2.9,6.3,.455,2.2,2.7,.806,0.6,2.7,3.2,0.6,0.9,0.1,1.4,1.6
156,Brayon Freeman,BTHCK,16,30.9,16.3,5.9,14.1,.422,1.4,4.8,.303,2.9,4.3,.691,0.4,2.6,3.0,2.4,1.3,0.0,2.5,1.9
157,Elijah Fisher,PACI,25,33.7,16.2,5.4,11.0,.489,0.6,2.2,.296,4.9,6.6,.744,1.4,3.6,5.1,1.6,0.8,0.3,2.6,2.7
158,Quentin Jones,NIU,21,36.1,16.2,5.8,12.4,.464,1.5,4.6,.333,3.2,4.2,.753,0.3,4.0,4.3,3.5,1.2,1.0,2.1,2.6
159,Josh Uduje,SJSU,23,30.7,16.2,6.1,11.9,.513,1.4,3.7,.376,2.7,3.3,.813,1.4,2.8,4.2,1.4,1.0,0.3,1.9,2.2
160,Caleb Love,ARZ,21,32.7,16.2,5.6,14.3,.392,2.5,7.9,.319,2.4,2.8,.864,0.5,4.0,4.4,3.1,1.5,0.4,1.8,1.0
161,Desmond Claude,USC,21,32.7,16.2,5.3,10.7,.498,0.6,1.8,.324,5.0,6.6,.754,0.5,3.3,3.8,4.2,0.8,0.3,3.1,2.0
162,Joe Bamisile,VCU,22,27.0,16.2,6.1,12.7,.480,2.1,6.1,.343,1.9,2.9,.656,1.6,3.6,5.2,2.2,1.3,0.8,2.6,1.7
163,Kenyon Giles,UNCG,22,30.0,16.2,6.1,13.3,.459,2.8,7.0,.396,1.2,1.6,.771,0.4,2.5,2.9,2.1,1.2,0.1,0.8,1.5
164,"PJay Smith, Jr.",FRMN,21,30.4,16.1,5.2,11.7,.449,3.2,7.7,.416,2.5,3.2,.776,0.5,3.5,4.0,3.3,1.4,0.2,2.2,2.0
165,Jeremiah Fears,OKLA,21,28.6,16.1,5.2,11.1,.468,1.0,3.5,.274,4.8,5.8,.835,0.8,3.2,4.0,4.2,1.9,0.1,3.6,1.8
166,Xzayvier Brown,STJOE,19,35.1,16.1,4.7,12.1,.393,1.7,5.3,.317,4.9,5.5,.904,0.6,4.2,4.8,4.8,1.3,0.1,2.6,2.0
167,Dejour Reaves,IONA,22,32.8,16.0,6.0,13.7,.435,1.4,4.7,.298,2.7,3.1,.870,1.7,3.7,5.4,1.7,2.0,0.1,1.4,1.9
168,"Dedan Thomas, Jr.",UNLV,22,35.8,16.0,5.3,12.6,.421,1.0,2.7,.356,4.5,6.2,.721,0.4,1.7,2.1,4.7,0.7,0.1,2.0,1.2
169,Payton Sandfort,IOWA,21,29.7,16.0,5.2,13.0,.403,2.5,7.4,.342,3.0,3.4,.875,1.1,4.6,5.7,2.9,0.8,0.6,2.0,2.6
170,Chase Forte,SODAK,23,26.0,16.0,5.3,11.3,.467,0.6,2.3,.269,4.8,7.8,.615,1.6,2.1,3.7,3.1,1.9,0.3,2.7,2.3
171,Jestin Porter,MTSU,22,33.1,16.0,5.4,12.7,.425,2.7,7.1,.376,2.5,3.1,.809,0.7,1.8,2.5,1.3,1.4,0.3,1.7,1.6
172,Elias Ralph,PACI,25,31.8,16.0,5.9,12.1,.488,1.1,3.6,.297,3.0,4.0,.760,2.6,4.8,7.4,1.8,0.9,1.2,2.1,3.1
173,Kelton Talford,WIN,24,27.1,16.0,5.8,9.0,.639,0.0,0.0,.000,4.5,6.9,.648,3.3,4.6,7.9,0.8,1.2,0.8,1.6,2.5
174,Donovan Newby,UNCW,23,32.7,16.0,4.5,10.5,.426,2.3,6.0,.391,4.7,5.3,.877,0.5,2.3,2.8,3.5,1.1,0.1,1.7,2.1
175,Tyler Johnson,MER,23,32.3,16.0,5.6,12.4,.451,2.9,7.4,.392,1.8,2.1,.857,0.5,3.0,3.5,1.5,1.2,0.1,1.7,1.8
176,Matthew Cleveland,UMFL,22,28.8,15.9,5.6,10.6,.528,1.0,2.8,.371,3.7,4.7,.786,0.9,3.6,4.5,1.3,0.7,0.6,1.1,1.2
177,Jacob Holt,CSUS,22,27.9,15.9,5.3,10.5,.506,1.1,3.5,.316,4.2,5.9,.708,1.8,5.0,6.9,1.0,0.7,0.8,2.4,2.1
178,Augustinas Kiudulas,VMI,20,28.7,15.9,5.1,10.7,.479,1.3,3.1,.410,4.5,5.6,.802,2.3,4.2,6.5,1.6,1.0,0.5,2.3,3.3
179,Jack Karasinski,BELL,17,23.1,15.9,5.7,10.9,.522,1.6,4.4,.365,2.9,3.8,.766,0.5,2.5,2.9,1.1,0.1,0.3,1.1,3.0
180,Jahmyl Telfort,BTLR,22,35.4,15.9,5.1,11.5,.443,1.2,3.6,.338,4.5,5.6,.797,1.1,3.4,4.5,3.4,0.9,0.3,2.0,1.9
181,Orlando Lovejoy,UDM,22,35.0,15.9,5.9,13.5,.436,0.2,0.6,.286,4.0,4.6,.853,1.0,3.7,4.7,3.8,1.8,0.1,2.4,1.8
182,Erik Reynolds II,STJOE,22,33.5,15.9,5.5,14.4,.380,2.5,8.8,.280,2.5,2.8,.887,0.5,2.2,2.7,2.6,0.9,0.5,1.4,1.8
183,Brody Fox,CTDL,21,31.2,15.9,5.7,11.5,.494,0.3,1.7,.194,4.2,8.1,.515,0.7,4.1,4.8,2.7,1.4,0.0,2.5,2.0
184,Nate Calmese,WSU,24,30.0,15.8,6.4,13.4,.480,1.2,4.3,.272,1.8,2.6,.698,0.8,2.4,3.2,4.3,1.9,0.1,3.3,2.5
185,Devontae Blanton,EKU,23,34.0,15.8,6.4,15.8,.408,0.4,1.9,.227,2.5,3.7,.682,2.4,4.2,6.7,3.8,1.2,0.1,2.2,2.0
186,Josh Scovens,USMA,22,32.4,15.8,5.7,12.6,.453,0.8,3.2,.239,3.6,5.4,.664,1.5,2.8,4.3,1.7,1.1,1.1,1.2,2.0
187,Sami Pissis,NEWHA,21,28.5,15.8,5.1,14.2,.358,2.3,7.4,.308,3.3,4.3,.769,0.4,3.6,4.0,2.7,0.9,0.1,2.4,2.0
188,Da'Sean Nelson,EMICH,20,29.2,15.8,5.6,10.9,.514,0.3,1.0,.263,4.4,5.6,.777,1.9,3.8,5.7,2.3,1.1,0.9,3.8,2.9
189,Sterling Young,FAMU,19,23.9,15.8,5.2,11.8,.438,2.6,6.1,.426,2.9,3.8,.753,0.3,1.5,1.8,1.6,0.4,0.2,2.1,1.3
190,Cesare Edwards,GAST,23,30.5,15.8,6.3,12.8,.497,0.9,1.9,.465,2.2,2.9,.773,2.3,4.4,6.7,1.3,0.6,1.4,2.0,2.4
191,Taryn Todd,ARKST,23,30.8,15.8,5.8,14.6,.396,1.8,5.3,.339,2.4,3.7,.651,0.8,4.0,4.8,3.1,1.0,0.7,2.0,2.3
192,Braden Smith,PURD,22,36.0,15.8,5.6,12.8,.440,2.1,5.6,.382,2.4,2.8,.839,0.4,4.2,4.6,8.8,2.5,0.2,2.9,1.7
193,DeLonnie Hunt,RICH,17,33.4,15.8,4.5,10.4,.429,0.8,2.9,.286,6.0,7.1,.843,0.5,3.1,3.6,2.7,2.1,0.0,1.6,1.8
194,Jacari White,NDSU,24,29.7,15.8,5.0,11.2,.442,2.7,6.8,.395,3.2,3.8,.844,1.0,3.3,4.3,2.2,0.5,0.4,1.9,2.5
195,Lance Terry,GT,20,32.6,15.8,5.7,12.1,.467,2.4,6.0,.395,2.1,2.9,.724,0.6,2.0,2.5,1.6,1.3,0.3,1.5,2.0
196,Corey McKeithan,LASAL,22,33.5,15.7,5.5,13.2,.421,2.3,6.2,.372,2.3,2.6,.879,0.4,2.7,3.1,2.7,1.0,0.3,1.4,2.0
197,"Robert Davis, Jr.",ODU,22,35.3,15.7,5.0,14.1,.355,3.4,9.9,.344,2.2,2.7,.800,0.4,2.4,2.8,1.8,0.7,0.1,1.9,2.0
198,Mehki Ellison,STET,23,29.1,15.7,5.3,11.5,.466,1.6,4.0,.398,3.4,4.4,.772,0.7,1.6,2.2,2.7,0.9,0.0,3.0,1.4
199,Bent Leuchten,UCI,23,25.6,15.7,4.7,8.8,.530,0.7,1.2,.536,5.7,6.8,.840,2.6,6.6,9.2,2.0,0.5,1.2,1.3,1.4
200,Quinton Mincey,UML,23,34.4,15.7,5.5,11.9,.464,1.4,4.0,.359,3.2,4.0,.793,0.9,5.2,6.1,2.8,0.7,0.5,2.2,0.9
201,Vladislav Goldin,MICH,21,25.5,15.6,5.7,8.9,.640,0.4,0.9,.500,3.9,5.2,.736,1.9,4.0,6.0,1.3,0.4,1.6,2.1,1.8
202,Alijah Martin,FLA,21,30.6,15.6,5.5,12.3,.446,2.4,7.0,.342,2.3,3.0,.750,1.2,3.8,5.0,2.6,1.8,0.2,1.7,1.7
203,Kasparas Jakucionis,ILL,20,31.0,15.6,4.8,10.1,.470,1.8,5.2,.350,4.3,5.2,.835,1.1,4.7,5.7,5.5,1.1,0.2,3.7,2.4
204,Collin Murray-Boyles,SOCAR,22,30.7,15.6,6.0,10.1,.599,0.2,0.9,.250,3.3,5.0,.661,2.5,6.4,8.8,2.5,1.6,1.4,2.8,2.5
205,Ethan Taylor,AF,22,37.0,15.6,5.1,12.1,.419,3.4,8.2,.409,2.0,2.5,.818,0.8,5.0,5.8,3.7,1.8,0.4,2.2,2.5
206,Kaseem Watson,DESU,22,31.1,15.6,6.8,13.2,.514,0.5,1.3,.379,1.5,2.1,.739,1.7,4.1,5.9,1.6,0.9,0.1,1.6,1.3
207,Otega Oweh,UK,21,28.0,15.6,5.4,11.0,.494,0.7,2.3,.313,4.0,5.3,.750,1.0,3.4,4.5,1.7,1.6,0.4,1.1,2.2
208,"Rickey Bradley, Jr.",VMI,23,32.9,15.6,4.7,11.1,.422,1.6,4.3,.367,4.6,5.8,.797,1.3,3.4,4.8,3.3,1.6,0.1,2.0,1.8
209,Jarvis Walker,IUI,24,31.5,15.5,5.1,13.1,.389,1.8,5.6,.326,3.5,4.4,.802,0.6,2.3,2.9,2.8,1.3,0.1,2.3,2.0
210,Great Osobor,UWASH,21,31.3,15.5,5.3,11.3,.466,0.4,1.4,.300,4.5,7.4,.613,2.8,5.9,8.7,3.1,2.1,0.6,3.2,2.8
211,"Donald Hand, Jr.",BOS,21,31.5,15.5,4.3,11.0,.396,2.1,5.3,.405,4.7,5.2,.908,1.1,5.6,6.7,1.3,0.7,0.2,1.4,1.8
212,Tae Davis,ND,21,29.7,15.5,5.3,11.0,.487,0.4,1.4,.267,4.5,5.9,.758,1.9,3.4,5.3,2.0,0.7,0.0,2.1,2.5
213,Tylan Pope,TXST,23,24.5,15.5,5.2,10.1,.517,0.4,1.2,.357,4.7,5.7,.811,2.1,4.1,6.2,0.5,0.6,1.7,1.8,3.2
214,A.J. Clayton,OHIO,18,28.9,15.5,5.4,11.1,.485,2.6,6.7,.388,2.1,2.7,.792,1.2,4.8,5.9,1.2,0.8,1.8,1.1,1.9
215,"Kennard Davis, Jr.",SOILL,22,33.5,15.5,5.2,11.6,.445,1.9,5.3,.353,3.3,4.4,.750,1.5,3.5,5.0,2.5,1.5,0.1,2.3,2.1
216,John Blackwell,UWISC,22,30.2,15.5,5.3,11.1,.478,1.5,4.3,.351,3.4,4.1,.813,0.9,3.6,4.5,2.2,0.9,0.1,2.2,2.8
217,Tarence Guinyard,UTM,23,28.1,15.5,4.8,11.0,.440,1.5,4.7,.327,4.3,6.0,.723,1.0,3.4,4.4,2.3,1.4,0.3,1.8,2.2
218,Earl Timberlake,BRYNT,21,35.8,15.5,5.8,12.1,.480,0.3,0.9,.368,3.5,5.0,.712,2.9,5.9,8.8,4.7,0.9,1.6,2.5,2.6
219,Sonny Wilson,U of T,21,32.3,15.5,6.0,11.4,.527,0.6,1.8,.342,2.9,4.2,.674,1.6,3.3,4.9,3.3,0.8,0.0,2.0,1.2
220,Rasheer Fleming,STJOE,22,31.2,15.5,5.7,10.1,.561,1.7,4.1,.407,2.4,3.5,.688,2.2,7.0,9.2,1.4,1.5,1.5,1.7,2.5
221,Martaz Robinson,DESU,22,32.1,15.5,4.5,11.9,.383,1.0,2.7,.350,5.4,6.5,.832,1.4,5.1,6.5,2.7,1.5,0.1,2.0,2.7
222,Dominick Nelson,UVU,22,30.3,15.5,5.0,10.6,.468,0.7,2.5,.291,4.8,6.9,.697,0.8,4.6,5.4,1.6,0.8,0.7,2.1,1.4
223,Matthew-Alexander Moncrieffe,SEA,18,29.3,15.4,5.1,9.0,.568,0.0,0.3,.000,5.2,7.6,.686,3.4,7.5,10.9,0.9,1.2,0.5,3.2,2.6
224,J.T. Toppin,TXTCH,17,23.9,15.4,6.2,11.2,.558,0.3,1.1,.263,2.6,3.8,.703,2.9,5.5,8.4,0.9,0.8,1.1,1.6,2.4
225,R.J. Johnson,CHASO,23,37.1,15.4,4.6,10.7,.425,1.6,4.5,.356,4.7,6.0,.775,0.2,1.8,2.0,4.8,0.8,0.1,3.0,2.0
226,Norchad Omier,BAYL,21,29.3,15.4,5.6,10.0,.557,0.7,2.3,.306,3.5,4.8,.733,3.9,6.4,10.3,1.8,1.3,1.0,2.7,3.4
227,Bobby Durkin,DAV,21,33.0,15.4,5.1,11.5,.446,3.3,7.7,.429,1.8,2.2,.826,0.8,5.2,6.0,2.0,1.4,0.0,0.6,1.4
228,Chance McMillian,TXTCH,21,33.4,15.4,5.2,9.6,.545,2.4,5.2,.455,2.5,2.9,.883,1.1,3.2,4.3,1.7,0.9,0.2,1.1,1.6
229,VonCameron Davis,KENT,21,29.4,15.4,5.7,12.9,.443,1.1,3.8,.300,2.8,3.8,.747,1.4,2.7,4.1,2.3,1.4,0.3,1.9,2.3
230,Max Shulga,VCU,22,32.0,15.4,4.5,10.5,.435,1.9,4.7,.404,4.4,5.9,.738,1.8,4.0,5.8,3.9,2.0,0.1,1.8,2.0
231,Nick Davidson,UNR,22,32.4,15.4,5.0,10.0,.493,1.5,3.6,.400,4.0,5.6,.710,1.8,4.6,6.5,2.8,0.7,0.9,2.1,2.3
232,Richie Saunders,BYU,20,28.1,15.4,5.6,10.9,.512,2.4,5.3,.453,1.9,2.5,.755,1.1,3.1,4.2,1.3,1.3,0.4,1.1,1.7
233,Johnathan Lawson,UALR,23,37.0,15.3,5.2,11.8,.439,2.5,5.8,.433,2.4,3.1,.789,1.1,4.3,5.4,3.6,1.5,0.7,2.2,1.5
234,Mister Dean,USCU,23,23.3,15.3,6.1,10.7,.571,0.3,1.6,.194,2.8,4.6,.613,1.6,3.9,5.5,1.4,1.9,0.6,2.3,2.9
235,Andrew Cook,EWASH,23,30.0,15.3,5.8,10.8,.540,0.3,1.3,.233,3.3,3.9,.865,0.9,2.9,3.8,1.9,1.5,0.3,1.6,1.7
236,Justice Shoats,SIENA,22,35.5,15.3,5.4,12.7,.423,0.5,1.6,.343,4.0,5.6,.710,0.5,2.4,2.9,4.3,1.6,0.5,3.9,1.8
237,Max Brooks,UML,23,29.4,15.3,6.4,9.1,.705,0.0,0.2,.000,2.4,3.4,.705,1.8,6.3,8.1,1.5,0.7,2.5,1.7,2.6
238,Bubu Benjamin,TARST,23,36.0,15.3,5.2,11.3,.462,1.6,4.2,.385,3.2,4.1,.787,1.4,3.5,4.9,1.9,1.7,0.5,3.1,2.6
239,C.J. Luster,SB,23,27.4,15.3,4.6,10.6,.430,3.0,7.1,.417,3.2,3.6,.880,0.4,2.1,2.5,0.9,1.0,0.0,1.5,1.8
240,Isaiah Coleman,SETON,20,32.3,15.3,5.1,12.8,.398,1.3,3.9,.333,3.8,4.7,.798,1.6,3.4,5.0,1.6,1.6,0.1,1.6,2.0
241,Tanner Thomas,HEART,16,30.2,15.3,6.4,13.3,.481,1.5,3.3,.453,1.0,1.3,.762,1.4,4.3,5.8,1.0,0.5,0.5,1.2,2.1
242,Christian Henry,EMICH,21,34.7,15.2,4.9,11.6,.424,2.0,5.4,.381,3.4,5.0,.670,0.1,2.9,3.0,3.6,1.2,0.1,1.9,2.3
243,Toyaz Solomon,UNCA,22,30.2,15.2,6.7,11.2,.602,0.1,0.5,.300,1.6,2.8,.581,2.6,4.9,7.5,1.5,1.0,1.5,1.1,2.6
244,Asa Newell,UGA,22,28.3,15.2,6.0,11.0,.552,0.6,2.3,.255,2.5,3.4,.747,3.3,3.6,7.0,1.0,1.2,1.1,1.0,2.2
245,Dez White,MZZST,22,34.4,15.2,4.7,11.8,.398,2.8,7.0,.394,3.1,3.6,.850,0.4,2.4,2.7,2.7,1.1,0.2,1.4,2.0
246,Jasai Miles,UNF,23,30.8,15.2,5.3,12.1,.442,2.3,6.8,.338,2.2,3.7,.593,1.7,5.5,7.2,1.7,0.7,0.4,1.5,2.9
247,Babacar Faye,WKU,10,27.5,15.2,5.1,9.5,.537,0.5,1.3,.385,4.5,5.6,.804,3.0,4.8,7.8,0.7,1.1,0.7,1.1,2.0
248,Sean Pedulla,MISS,22,32.8,15.2,5.1,11.3,.454,2.5,6.1,.403,2.5,3.1,.783,0.3,3.1,3.4,3.6,2.3,0.3,1.7,2.6
249,"Marcus Adams, Jr.",CSUN,22,27.2,15.2,6.1,11.5,.534,1.7,4.4,.396,1.2,1.7,.684,1.7,2.7,4.4,1.2,0.9,0.4,1.6,2.3
250,Elias Cato,UCA,22,29.8,15.2,5.3,11.7,.455,1.3,4.4,.289,3.3,4.1,.791,1.4,4.1,5.5,0.9,0.6,0.8,2.0,2.7
251,Nick Dorn,ELON,23,30.5,15.2,4.3,11.5,.370,3.0,8.5,.349,3.7,4.6,.810,0.9,2.7,3.6,0.8,0.2,0.0,1.0,1.4
252,Will Sydnor,MAN,20,30.0,15.2,5.8,12.1,.475,2.0,5.3,.368,1.7,2.9,.586,1.5,5.4,6.9,1.2,0.7,1.2,1.9,2.5
253,Chucky Hepburn,LVILL,22,34.2,15.1,4.4,10.4,.419,1.9,5.6,.333,4.5,5.4,.840,0.6,2.9,3.5,6.4,2.4,0.0,3.0,2.7
254,Chase Walker,ILLST,22,22.9,15.1,5.4,9.1,.590,0.4,0.8,.471,4.0,5.6,.718,2.6,3.2,5.9,1.7,0.4,0.3,1.6,2.5
255,Zeke Mayo,KU,22,31.2,15.1,5.5,12.2,.451,2.5,6.2,.394,1.7,2.1,.804,0.4,4.3,4.7,3.0,0.5,0.1,2.2,1.0
256,"Marcus Banks, Jr.",UMBC,23,29.0,15.1,5.3,12.0,.444,3.0,7.4,.409,1.4,1.6,.865,0.2,3.9,4.1,2.1,1.2,0.2,2.0,1.9
257,Wade Taylor IV,TAMU,18,29.7,15.1,4.6,12.2,.379,2.6,7.4,.351,3.3,3.7,.881,0.2,2.9,3.1,4.4,1.6,0.1,2.2,2.7
258,Josh Banks,UNCA,20,31.1,15.1,4.5,11.0,.406,2.5,6.6,.379,3.7,4.9,.763,0.7,2.8,3.5,1.6,0.6,0.5,1.8,2.1
259,T.J. Hurley,UVM,21,31.6,15.1,4.7,11.1,.419,2.3,6.2,.369,3.5,3.8,.913,0.3,2.3,2.6,1.3,0.9,0.3,1.4,1.4
260,Themus Fulks,UWM,23,33.4,15.1,5.3,10.9,.490,0.5,1.7,.316,3.9,5.0,.774,0.7,2.7,3.4,5.2,1.5,0.0,3.3,1.8
261,Wynston Tabbs,MORST,13,25.8,15.1,5.2,11.6,.450,1.1,4.2,.259,3.5,3.9,.902,0.5,2.7,3.2,2.3,1.5,0.5,1.9,1.9
262,Boogie Fland,ARK,18,34.0,15.1,5.1,13.1,.391,1.9,5.3,.365,2.9,3.4,.839,0.5,2.9,3.4,5.7,1.5,0.1,1.6,1.8
263,E.J. Farmer,YSU,20,27.4,15.1,5.2,12.3,.420,1.3,5.2,.243,3.5,4.4,.805,1.4,2.9,4.3,1.2,1.0,0.4,1.1,1.2
264,Derik Queen,UMD,22,28.5,15.0,5.6,10.5,.534,0.1,1.0,.091,3.7,4.9,.757,2.2,6.1,8.3,2.0,1.2,1.0,2.3,2.1
265,Rowan Brumbaugh,TULAN,22,33.5,15.0,4.8,11.3,.422,2.1,5.8,.370,3.4,4.4,.771,0.3,3.1,3.4,4.5,1.3,0.1,2.1,1.9
266,Solo Ball,UConn,22,31.0,15.0,5.0,10.6,.472,3.0,6.7,.456,2.0,2.4,.830,0.6,2.8,3.5,1.4,0.8,0.3,1.0,2.1
267,Julian Mackey,HCU,23,25.8,15.0,4.6,10.8,.426,2.2,5.8,.381,3.6,4.6,.790,0.3,2.0,2.4,1.5,0.9,0.3,2.5,2.2
268,Kory Mincy,PRSBY,24,31.4,15.0,5.0,12.3,.405,2.0,5.3,.378,3.0,3.8,.811,0.5,2.4,2.9,4.0,1.5,0.1,2.6,2.0
269,Alex Karaban,UConn,20,36.0,15.0,5.1,11.5,.441,2.4,6.3,.376,2.6,3.2,.810,1.7,3.4,5.1,3.2,0.7,1.8,1.4,2.1
270,Jamar Brown,UMKC,21,31.3,15.0,5.0,11.1,.453,2.0,5.3,.378,2.9,3.3,.871,3.2,4.0,7.2,1.1,1.5,0.3,1.7,2.3
271,Keshon Gilbert,IWAST,22,32.3,15.0,5.4,10.8,.496,0.9,2.7,.317,3.4,4.7,.721,0.8,2.8,3.5,4.3,1.5,0.0,2.9,1.7
272,Josh Bascoe,BUCK,23,36.7,15.0,5.2,12.6,.410,2.0,5.5,.373,2.6,3.4,.747,0.5,3.4,3.9,4.2,1.5,0.2,2.4,1.9
273,A.J. Lopez,MAINE,23,30.0,15.0,5.2,10.5,.496,2.0,4.4,.451,2.5,2.8,.892,0.1,2.4,2.5,1.3,0.9,0.2,1.7,1.7
274,Dallion Johnson,FGCU,23,32.6,15.0,5.3,12.6,.422,3.2,8.6,.376,1.1,1.3,.867,0.3,1.9,2.2,1.3,0.7,0.1,1.3,1.3
275,John Kinziger,ILLST,22,32.5,15.0,4.8,10.5,.459,2.4,5.9,.408,2.9,3.2,.901,0.3,3.1,3.4,3.5,1.0,0.2,1.5,1.8
276,Tre Thomas,BTHCK,22,30.4,15.0,4.7,13.5,.350,1.9,5.8,.323,3.6,4.5,.800,0.3,3.3,3.6,2.0,1.3,0.1,1.9,1.5
277,Gabe Madsen,U of U,21,28.3,15.0,4.8,12.7,.380,2.7,8.8,.310,2.6,3.1,.846,0.1,2.3,2.4,2.7,0.7,0.1,1.9,1.1
278,Miles Barnstable,STTOM,24,26.5,14.9,4.5,10.3,.437,1.9,5.7,.331,4.0,4.7,.866,0.7,2.6,3.3,1.1,1.0,0.3,1.2,1.8
279,Amarr Knox,ALAST,22,29.5,14.9,5.3,12.8,.416,1.3,3.9,.341,3.0,3.9,.765,0.5,1.2,1.8,2.2,1.5,0.0,1.2,1.8
280,Kavion McClain,TEXSO,21,31.5,14.9,5.1,12.9,.395,2.5,5.8,.430,2.2,2.5,.904,0.6,2.5,3.1,4.4,1.7,0.0,3.1,1.1
281,V.J. Edgecombe,BAYL,20,31.3,14.9,5.2,11.8,.441,1.8,4.6,.391,2.7,3.5,.771,1.9,3.4,5.3,3.2,2.3,0.8,2.0,2.4
282,Nick Townsend,YALE,19,29.0,14.9,5.5,10.7,.510,0.8,1.9,.405,3.2,4.2,.750,2.1,5.0,7.1,3.6,0.7,0.2,1.6,1.9
283,Nazir Williams,COR,18,26.9,14.9,5.6,10.6,.524,1.4,3.8,.368,2.4,2.8,.860,0.4,4.0,4.4,3.6,0.9,0.1,2.7,2.4
284,Jeff Planutis,MC,25,32.9,14.9,5.1,11.2,.456,1.8,4.7,.393,2.8,3.2,.886,0.4,2.0,2.4,1.4,1.4,0.2,1.3,1.1
285,Tucker DeVries,WVU,8,34.6,14.9,4.4,10.6,.412,3.3,6.9,.473,2.9,3.5,.821,0.6,4.3,4.9,2.8,1.8,1.5,1.9,2.9
286,Trey Robinson,NKU,23,30.5,14.9,5.3,11.0,.482,0.9,2.8,.308,3.4,5.3,.645,2.1,4.0,6.2,1.8,1.5,0.4,2.0,1.9
287,A.J. Marmolejos,LAMAR,23,30.5,14.9,4.7,11.3,.412,2.4,6.4,.378,3.1,4.1,.766,0.7,2.6,3.2,2.2,1.1,0.0,1.7,1.4
288,Tayshawn Comer,UE,23,35.0,14.9,4.9,12.7,.386,1.3,4.6,.295,3.7,4.8,.766,0.3,3.4,3.8,4.0,1.2,0.1,3.3,1.8
289,Garry Clark,TAMU-CC,24,27.6,14.8,6.2,10.8,.571,0.4,1.4,.273,2.1,3.4,.630,2.3,5.5,7.8,1.2,0.6,0.3,1.7,2.0
290,Tytan Anderson,UNI,23,29.0,14.8,4.9,8.6,.571,0.4,1.3,.310,4.6,6.4,.716,1.9,4.6,6.5,2.6,1.3,0.5,2.0,2.4
291,Dominique Ford,SUU,17,27.5,14.8,5.1,11.6,.437,2.4,6.6,.354,2.4,2.6,.889,0.6,2.4,3.0,1.6,0.9,0.1,1.5,1.4
292,Pierre Brooks II,BTLR,22,33.9,14.8,5.3,11.4,.462,1.6,4.6,.347,2.7,3.4,.787,1.1,4.2,5.3,1.7,0.4,0.2,1.7,1.2
293,T.J. Simpkins,ELON,23,28.4,14.8,4.4,10.8,.411,0.9,3.3,.260,5.0,6.4,.789,1.2,2.8,4.0,3.2,1.3,0.4,2.2,1.6
294,Lance Ware,UTA,17,33.4,14.8,5.4,9.3,.582,0.0,0.1,.000,3.9,6.3,.626,2.9,6.1,9.0,1.4,1.5,1.8,3.2,2.4
295,Darius Johnson,UCF,21,33.6,14.8,4.5,11.2,.404,2.6,6.0,.425,3.1,4.0,.795,0.8,2.6,3.4,4.0,2.5,0.3,2.8,2.6
296,Sam Lewis,U of T,21,30.0,14.8,5.2,11.6,.449,1.6,3.6,.447,2.8,3.7,.753,1.0,4.3,5.4,1.1,0.5,0.4,1.4,1.9
297,Zhuric Phelps,TAMU,21,28.0,14.8,5.2,14.0,.369,1.1,4.0,.282,3.2,4.6,.701,1.2,3.9,5.1,2.6,1.8,0.1,3.1,2.0
298,Kam Woods,RMU,19,34.6,14.7,5.2,14.6,.357,1.4,4.8,.286,2.9,4.8,.609,1.3,2.8,4.2,4.6,2.2,0.1,3.3,2.0
299,Mason Falslev,USU,22,32.3,14.7,5.7,11.1,.510,1.5,3.6,.413,1.9,3.4,.554,1.0,5.2,6.2,3.7,2.4,0.2,2.1,2.2
300,Jalen Leach,NWU,22,31.5,14.7,4.8,10.4,.459,1.8,4.4,.402,3.4,4.0,.862,0.5,1.5,2.1,3.3,1.0,0.1,1.8,2.6
301,A.C. Bryant,AAMU,21,23.3,14.7,4.7,9.5,.495,1.7,4.1,.419,3.6,4.9,.735,1.4,3.1,4.5,1.5,1.3,0.1,1.1,2.0
