Rank,Player Name,Team,Pos,GP,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,REB,AST,STL,BLK,TO
175,Tyler Johnson,MER,G,31,33,16.1,5.6,12.7,44.3,2.9,7.5,39.4,1.9,2.1,87.9,3.6,1.5,1.2,0.1,1.9
176,Vladislav Goldin,MICH,C,29,26.7,16.1,5.9,9.2,64.7,0.3,0.8,37.5,3.9,5.5,70.6,6.4,1.1,0.5,1.4,2.2
177,Cesare Edwards,GAST,C,31,31.3,16.1,6.5,12.7,51.1,0.9,2,45.2,2.2,2.9,74.7,6.8,1.3,0.5,1.5,2.1
178,Braden Smith,PUR,G,29,36.6,16,5.8,13,44.6,2.3,5.8,39.5,2.2,2.6,82.9,4.5,8.7,2.4,0.2,3
179,Sami Pissis,UNH,G,29,27.8,16,5.1,14.5,35.4,2.3,7.4,30.7,3.5,4.7,74.8,3.6,2.7,0.9,0.1,2.2
180,Rickey Bradley Jr.,VMI,G,31,33.5,16,4.9,11.3,43.3,1.6,4.4,36.8,4.7,5.9,79.2,4.7,2.8,1.4,0.1,2.2
181,Brandon Weston,TNST,G,24,31.9,16,4.7,10.5,44.4,0.9,2.8,30.9,5.8,6.9,84.2,4.8,1.8,1.4,0.2,1.8
182,Tayshawn Comer,EVAN,G,31,35.8,16,5.2,13.2,39,1.5,4.9,31.4,4.1,5.3,77.6,3.7,4.1,1.2,0.2,3.3
183,Josh Scovens,ARMY,F,27,32.8,16,5.7,12.5,46,0.9,3.2,27.6,3.6,5.4,66.7,4.4,1.8,1,1.3,1.3
184,Jahmyl Telfort,BUT,F,29,35.1,16,5.3,11.4,46.4,1.2,3.4,36,4.1,5.2,78.8,4.7,3.4,0.9,0.3,2.2
185,Isaiah Swope,SLU,G,28,36.5,15.9,5.4,13.2,41.1,3,8.6,34.3,2.1,2.8,74.7,3.1,4.5,1.2,0.1,3.1
186,Elijah Fisher,PAC,G,32,33.7,15.9,5.3,10.8,48.7,0.6,2,30.2,4.8,6.5,74,4.9,1.5,0.7,0.3,2.6
187,Derik Queen,MD,C,29,29.9,15.9,5.7,10.7,53.4,0.1,0.8,8.3,4.4,5.7,76.5,9,2,1.1,1,2.4
188,Andrew Cook,EWU,G,29,29.4,15.9,5.9,10.8,54.6,0.3,1.4,21.4,3.8,4.3,88,3.6,1.9,1.3,0.2,1.6
189,Jeremiah Fears,OU,G,29,29.6,15.9,5,11.6,43.5,1,3.7,27.1,4.8,5.7,83.7,4.1,4.1,1.6,0.1,3.6
190,Kelton Talford,WIN,F,31,27.5,15.8,5.7,8.9,64.4,0,0,0,4.4,6.6,66.5,7.7,0.9,1,0.7,1.9
191,Jaden Seymour,ETSU,F,29,30.2,15.8,5.2,12.4,42.1,1.2,3.9,31.3,4.1,5.7,73.2,6.6,2.1,0.9,1.1,2
192,Ryan Conwell,XAV,G,29,32.6,15.8,5,11.4,43.6,2.8,7,39.9,3.1,3.8,81.8,2.9,2.4,1.4,0.2,1.7
193,Richie Saunders,BYU,F,28,29,15.8,5.7,10.9,52.1,2.4,5.4,44,2.1,2.8,76.6,4.3,1.5,1.2,0.4,1.3
194,Colby Duggan,CAM,F,31,27.6,15.8,5.7,12.3,46.5,1.7,5,34.2,2.7,3.6,73.5,3.3,1.3,0.5,0.3,1.5
195,Max Brooks,UML,F,30,30,15.8,6.7,9.5,70.3,0,0.1,0,2.4,3.3,72,7.8,1.4,0.9,2.6,1.6
196,Justice Shoats,SIE,G,29,36,15.8,5.5,12.8,43.1,0.6,1.6,34,4.2,5.8,73.1,2.8,4.4,1.8,0.4,3.8
197,TJ Hurley,UVM,G,28,31.8,15.8,5,11.7,42.5,2.5,6.5,38.3,3.4,3.8,88.7,2.5,1.3,0.8,0.3,1.3
198,Nick Davidson,NEV,F,29,32.8,15.8,5.2,10.3,50.7,1.4,3.6,39,3.9,5.5,70,6.3,2.9,0.9,1.1,1.8
199,Tae Davis,ND,F,29,31.1,15.8,5.4,11,49.7,0.6,1.6,34.8,4.3,5.9,73.5,5.4,1.8,0.6,0.1,2.1
200,Trey Robinson,NKU,G,31,30.7,15.7,5.7,11.6,48.8,0.7,2.5,29.1,3.6,5.6,64.9,6.1,1.8,1.6,0.5,1.8
201,Rowan Brumbaugh,TULN,G,29,34.6,15.7,4.8,11.4,41.8,1.9,5.2,36.2,4.3,5.3,81.7,3.8,4.7,1.3,0.1,2.2
202,Kameron Hobbs,MORG,G,28,30.8,15.7,5.5,12.3,44.3,1.7,5,34.5,3.1,3.6,85.1,3.4,2.5,1.2,0,1.6
203,Jarvis Walker,IUIN,G,31,32.1,15.7,5.2,13.3,38.9,1.9,5.5,34.5,3.5,4.3,80.6,2.8,2.8,1.2,0.1,2.1
204,Josh Bascoe,BUCK,G,31,36.3,15.7,5.6,12.9,43.9,2.1,5.4,39.3,2.3,3,76.3,3.7,4.4,1.4,0.1,2.4
205,Mister Dean,UPST,G,30,23.3,15.7,6.2,10.9,57,0.4,1.5,25,2.9,4.9,58.5,5.4,1.4,2.1,0.7,2.3
206,Kobe Sanders,NEV,G,29,31.1,15.7,5.2,11.1,46.7,1.3,3.5,37.3,4,5.1,78.5,3.6,4.3,1.1,0.2,1.9
207,Otega Oweh,UK,G,29,28.1,15.7,5.6,11.4,48.8,0.8,2.2,33.8,3.8,5,76.6,4.6,1.6,1.4,0.5,1.3
208,Kenyon Giles,UNCG,G,29,29.6,15.7,5.7,12.6,45.5,2.7,6.7,40.7,1.5,1.9,79.6,3,1.8,1.1,0.1,0.8
209,CJ Huntley,APP,F,30,33.5,15.6,5.8,11.8,49.4,1.3,3.8,35.1,2.6,3.8,68.7,7.9,1.1,0.6,0.7,1.5
210,Robert Davis Jr.,ODU,G,30,35.9,15.6,5,14.5,34.3,3.4,10.3,33,2.3,2.7,85.2,2.4,1.8,0.8,0.1,1.9
211,Adou Thiero,ARK,F,26,28.3,15.6,5.3,9.7,54.8,0.4,1.6,26.2,4.6,6.7,68.8,6,2,1.7,0.8,1.7
212,Nick Townsend,YALE,F,26,29.8,15.6,5.8,10.9,53.4,0.9,1.9,48,3.1,4.1,74.8,7.3,3.5,0.7,0.2,1.6
213,Pierre Brooks II,BUT,F,29,33.4,15.6,5.7,11.8,47.8,1.7,4.8,35.3,2.6,3.2,79.8,4.9,1.9,0.4,0.1,1.7
214,Dedan Thomas Jr.,UNLV,G,26,35.8,15.6,5.2,12.6,41.3,0.9,2.6,35.3,4.3,5.9,72.1,2,4.7,0.7,0.1,1.9
215,Marcus Johnson,BGSU,F,28,31.1,15.6,5.5,12.9,42.4,2.4,6.2,37.9,2.3,2.5,90.1,4.9,1.7,0.8,0.2,2.3
216,Bent Leuchten,UCI,C,30,26.1,15.6,4.7,8.5,55.3,0.6,1.1,50,5.6,6.8,82.4,8.9,1.6,0.5,1.4,1.5
217,Norchad Omier,BAY,F,29,30.9,15.6,5.7,10.1,56.3,0.6,2,28.1,3.6,4.8,75.5,10.4,1.6,1.3,1,2.6
218,Jeff Planutis,MERC,F,31,33.5,15.5,5.4,11.5,46.9,2,4.9,41.2,2.7,3.1,88.5,2.5,1.7,1.4,0.2,1.4
219,Cooper Schwieger,VAL,F,31,32.2,15.5,5.5,11.3,49.1,0.8,2.8,30.2,3.6,4.3,84.8,7.6,1,0.5,1.8,1.5
220,Jermahri Hill,BALL,G,29,32.4,15.5,5.2,12.1,42.9,0.7,2.9,23.5,4.4,6.6,67,5.2,3.3,0.9,0.3,2.8
221,Toyaz Solomon,UNCA,F,30,31.4,15.5,6.6,11.1,59.8,0.1,0.3,30,2.1,3.4,62.1,7.2,1.7,1,1.7,1.2
222,Sam Lewis,TOL,G,29,30.9,15.5,5.6,11.9,46.5,1.7,3.9,43,2.7,3.6,75,4.8,1.2,0.6,0.4,1.3
223,Desmond Claude,USC,G,27,32,15.5,5.1,10.5,48.8,0.7,2,34,4.6,6.1,75.6,3.5,4.1,0.7,0.2,3.5
224,Cameron Hildreth,WAKE,G,28,33.9,15.5,4.9,10.7,45.3,1,2.9,35,4.8,5.8,82.6,3.9,2.8,1.6,0.3,2.1
225,Rasheer Fleming,JOES,F,29,31.2,15.4,5.8,10.1,56.8,1.9,4.3,42.9,2.1,2.9,70.6,8.7,1.3,1.4,1.6,1.6
226,Kaseem Watson,DSU,F,27,32.3,15.4,6.6,12.9,51.4,0.4,1.1,38.7,1.7,2.3,77,5.8,1.7,1,0.1,1.6
227,Earl Timberlake,BRY,G,28,36,15.4,5.8,11.8,48.8,0.3,0.9,36,3.6,5.1,71.1,8.6,4.7,1,1.8,2.4
228,Darius Johnson,UCF,G,29,34,15.4,4.9,11.7,42.2,2.3,5.9,40,3.2,4,80.9,3.2,4.2,2.2,0.2,2.8
229,Kaleb Banks,TULN,F,28,31.4,15.4,5.3,10.2,51.9,1.5,4.2,35,3.4,4.5,75.2,7,1,0.9,1.3,0.9
230,Sonny Wilson,TOL,G,29,32.6,15.4,6,11.7,51.8,0.8,1.9,40.7,2.6,3.8,67.3,4.5,3.2,0.8,0.1,1.8
231,Jack Karasinski,BELL,F,24,21.9,15.4,5.5,10.4,53.4,1.5,3.8,38.5,2.8,3.7,77.3,2.8,1.1,0.1,0.3,1.3
232,Jasai Miles,UNF,G,32,31.6,15.4,5.3,12.6,42.5,2.4,7.3,33.5,2.3,3.6,63.2,6.8,1.9,0.6,0.5,1.9
233,Isaiah Coleman,HALL,G,27,33.8,15.4,5.3,13.7,38.4,1.4,4.3,32.2,3.5,4.6,75.8,5.4,1.7,1.6,0.1,2
234,Kasparas Jakucionis,ILL,G,28,31.5,15.4,4.8,10.3,46,1.7,5,33.3,4.2,5,83.6,5.6,4.8,0.9,0.3,3.5
235,Javontae Campbell,BGSU,G,28,30.2,15.4,5.2,10,52.1,0.4,1.6,27.3,4.5,5.9,76.8,3.9,2.9,2.9,0.3,2.7
236,Gabriel Pozzato,EVAN,F,23,35.2,15.3,5.4,11.9,45.3,1.9,5.9,31.9,2.7,3.8,70.5,4.4,1.4,1.3,0.3,2
237,Johnathan Lawson,LR,G,31,37.2,15.3,5.2,11.7,44,2.4,5.6,42.5,2.6,3.3,78.6,5.3,3.5,1.7,0.7,1.9
238,Joe Bamisile,VCU,G,29,26.4,15.3,5.8,12.5,46.6,1.9,6.1,31.8,1.7,2.7,64.1,5.3,2.1,1.2,0.8,2.6
239,John Blackwell,WIS,G,29,30.8,15.3,5.4,11.7,46.5,1.5,4.5,33.1,2.9,3.7,80.2,5,2.2,0.9,0.1,2.2
240,Tytan Anderson,UNI,G,31,30,15.3,5.3,9.2,57.9,0.3,1.1,26.5,4.4,6.1,71.1,6.5,2.5,1.2,0.6,2.1
241,Josh Banks,UNCA,G,28,31.1,15.3,4.7,11.4,40.9,2.5,7,35.9,3.4,4.4,78.7,3.7,1.5,0.6,0.4,1.7
242,VonCameron Davis,KENT,F,28,29.4,15.3,5.6,12.6,44.9,1.5,3.9,37.6,2.5,3.4,74,3.7,2.1,1.3,0.3,2
243,Amarr Knox,ALST,G,29,29.1,15.3,5.4,13.1,41.6,1.1,3.6,31.4,3.2,4.3,75.8,2.1,2.4,1.7,0,1.3
244,Sean Durugordon,ODU,G,31,31.5,15.3,5.1,11.4,44.6,0.8,2.7,30.1,4.3,5.6,77.5,8.6,0.9,1.3,0.4,1.7
245,Gabe Madsen,UTAH,G,29,29.2,15.2,4.9,12.8,38.1,3,9.1,32.7,2.6,3,85.1,2.4,2.6,0.9,0.1,1.8
246,Max Shulga,VCU,G,29,32,15.2,4.5,10,45.2,2.1,4.9,42.6,4.1,5.4,76.9,5.8,3.9,1.8,0.1,1.6
247,Asa Newell,UGA,F,29,28.7,15.2,5.9,10.7,55,0.8,2.6,30.3,2.7,3.7,74.5,6.8,1,1.1,1.1,1
248,Nick Dorn,ELON,G,25,30.8,15.2,4.3,11.6,37.4,3,8.4,35.1,3.6,4.5,80.5,3.8,0.8,0.3,0,1.2
249,Xavier Bell,WICH,G,28,28.6,15.2,5,11.8,42,1.1,3,36.5,4.2,4.8,88,3,1.3,1,0.4,1.9
250,Sean Pedulla,MISS,G,29,33.1,15.2,5,11.4,43.8,2.5,6.1,40.4,2.7,3.3,81.3,3.6,3.8,1.9,0.2,1.9
251,Mark Freeman,JMU,G,31,29.6,15.2,5.1,12.2,42.2,1.9,5.7,34.1,3,3.7,80.7,2.5,3.2,0.8,0,2.2
252,Augustinas Kiudulas,VMI,F,28,29,15.1,4.7,11,42.7,1,3.3,31.5,4.8,5.9,80.6,6.4,1.6,0.9,0.5,2.1
253,Kobe Stewart,PRES,G,31,33,15.1,5.9,12.3,48.2,1.5,4.4,34.6,1.8,2.3,77.8,5.1,2.6,1.2,0.4,1.5
254,Marcus Williams,SF,G,31,30.7,15.1,5.5,11.3,48.3,2.2,5.2,41.4,2.1,2.8,74.4,3.6,4.3,1.5,0.4,2.5
255,Wade Taylor IV,TA&M,G,25,30.2,15.1,4.4,12.3,35.8,2.4,7.5,32.4,3.9,4.5,86.6,2.9,4.6,1.4,0.1,2.5
256,Terrence Edwards Jr.,LOU,G,29,31.8,15.1,5.3,12.2,43.3,1.7,5.1,32.2,2.9,3.7,78.5,4,2.7,0.7,0.2,2.2
257,AJ Dancler,LEM,G,29,31.8,15.1,5.1,11.4,44.6,2.3,5.6,41.6,2.6,3.3,77.3,3.7,3.4,1.1,0.2,2.7
258,Chase Walker,ILST,F,30,24.2,15.1,5.4,9.3,58.1,0.3,0.8,40,4,5.6,70.4,6,2.1,0.6,0.3,1.9
259,Dallion Johnson,FGCU,G,31,33.2,15.1,5.4,12.6,42.5,3.1,8.3,37.7,1.3,1.4,88.6,2.4,1.2,0.7,0.1,1.3
260,EJ Farmer,YSU,G,24,28.3,15.1,5,12.2,41.3,1.4,5.3,26.2,3.6,4.4,82.1,4.1,1.2,0.8,0.3,1.1
261,Damoni Harrison,USI,G,27,33.7,15.1,5.3,12.4,43.1,1.9,4.7,40.9,2.5,3.1,78.8,5.5,1.3,0.9,0.2,2.1
262,Jestin Porter,MTSU,G,29,33.4,15.1,5.1,12.3,41.1,2.5,6.7,37.4,2.4,3,81.4,2.9,1.2,1.2,0.2,1.7
263,Ja'Kobi Gillespie,MD,G,29,31.1,15.1,5.2,11.1,47.4,2.4,5.9,41.5,2.1,2.5,86.1,2.7,4.8,1.8,0.1,2
264,Bryson Dawkins,HCU,G,30,31,15.1,5.6,12.5,44.7,1.9,5.8,32.9,2,3.8,54,4.9,1.3,0.9,0.4,1.7
265,Jayland Randall,USI,G,27,29.2,15,5,11.9,42.4,1.7,4.4,37.5,3.3,4.2,78.1,3.3,1.4,1.4,0.4,1.8
266,Julian Mackey,HCU,G,29,27,15,4.8,11.6,41.5,2.2,6.1,36.7,3.1,3.9,80.5,2.6,1.5,0.9,0.3,2.4
267,Trey Fort,SAM,G,31,24.5,15,5.2,11.5,45.5,2.5,6.5,39.5,2,2.7,73.8,3.7,1.4,0.9,0.3,1.1
268,Nate Calmese,WSU,G,31,30,15,6.2,13.1,47.3,1.1,4.1,27.3,1.5,2.2,68.7,3.1,4.1,1.5,0.1,3
269,Taryn Todd,ARST,G,31,30,15,5.4,13.6,39.5,1.6,5,32.1,2.6,3.8,67.2,4.7,3.3,1.2,0.7,2
270,Johnny Kinziger,ILST,G,30,32.8,15,4.7,10.6,44.3,2.3,5.9,38.8,3.3,3.6,89.9,3.8,3,1,0.2,1.6
271,Corey McKeithan,LAS,G,29,33.9,14.9,5.4,13.3,40.8,2.2,6.2,35,1.9,2.2,88.9,3.1,2.5,0.8,0.2,1.5
272,Dominick Nelson,UVU,G,28,30,14.9,4.8,10.4,45.7,0.8,2.5,29.6,4.7,6.8,69.3,5.5,1.8,0.9,0.7,2
273,Solo Ball,CONN,G,29,31.9,14.9,5,11.1,44.9,3,7,43.6,1.9,2.3,82.4,3.6,1.6,0.8,0.3,1
274,Chance McMillian,TTU,G,27,34.1,14.9,5,9.5,52.7,2.4,5.5,43.9,2.5,2.8,88.2,4.2,1.7,0.8,0.1,1.1
275,David Green,URI,F,25,28,14.9,5.3,10.9,48.7,2.2,4.9,43.9,2.1,2.6,80,5.9,1.1,0.4,0.8,1.5
276,Kory Mincy,PRES,G,31,31.6,14.9,4.9,12.3,40,1.9,5.2,36.3,3.2,4,79.2,2.7,4.4,1.6,0.1,2.4
277,Dominique Ford,SUU,SG,23,27.1,14.9,5.1,12,42.4,2,6.3,32.6,2.7,3,88.4,2.9,1.4,0.9,0.1,1.5
278,Darrion Williams,TTU,F,27,30.3,14.9,5.3,11.9,44.7,1.3,3.8,35,2.9,3.4,84.9,5.3,4,1.3,0.4,2.1
279,Lance Terry,GT,G,26,34.1,14.8,5.3,12.2,43.1,2.2,6.1,35.4,2.2,3,72.7,2.9,1.6,1.2,0.2,1.3
280,Tanner Thomas,SHU,F,24,30.5,14.8,6.2,13.3,46.4,1.5,3.7,39.3,1,1.4,73.5,6.4,1.4,0.5,0.5,1.5
281,Max Green,HC,G,30,34.3,14.8,5.1,12.2,42,2.2,5.8,37.1,2.4,3.4,69.9,5.4,3.5,0.8,0.3,2.6
282,Isaac Bruns,SDAK,G,31,23.6,14.8,5.2,11.1,46.4,1.4,4.4,32.4,3.1,3.6,84.8,4.3,0.6,0.9,0,1.3
283,AJ Lopez,ME,G,30,30.7,14.8,5,10.5,48.1,1.8,4.2,42.5,2.9,3.2,90.7,2.4,1.3,0.8,0.1,1.6
284,L.J. Cryer,HOU,G,29,32.2,14.8,5,12,41.4,2.9,6.9,41.3,2,2.2,92.1,2.2,2,0.8,0.1,1.2
285,Jeremiah Wilkinson,CAL,G,29,25.9,14.8,4.9,11.9,41,1.8,5.6,31.7,3.3,4.2,79.3,1.9,1.4,0.7,0.1,1.6
286,Elias Cato,CARK,F,27,30.1,14.8,5.1,11.4,44.8,1.3,4.4,29.2,3.3,4.1,80,5.3,1,0.7,0.7,1.9
287,Garry Clark,AMCC,F,31,28.7,14.8,6.1,11.1,55.1,0.5,1.5,29.2,2.1,3.7,57.9,7.7,1.2,0.6,0.5,1.6
288,Jakobi Heady,CMU,G,29,35.8,14.8,5.1,11.9,43.3,0.8,3.6,22.1,3.7,4.6,79.9,6.5,1.6,1.1,0.3,1.6
289,Barry Dunning Jr.,USA,F,31,32.6,14.7,5.7,12.5,45.6,1.2,3.9,31.1,2.1,2.8,74.7,7,2.2,0.9,0.3,1.6
290,Miles Barnstable,STMN,G,31,27.3,14.7,4.5,10.3,43.6,1.9,5.9,33,3.8,4.4,86.1,3.1,1.1,1,0.4,1.2
291,Alijah Martin,FLA,G,27,30.1,14.7,5.1,11.6,44.2,2.3,6.5,36,2.1,3,72.5,4.7,2.4,1.7,0.2,1.6
292,Scotty Washington,CSUN,G,29,28.3,14.7,4.9,11.1,44,1.7,4.6,36.1,3.2,3.7,87,3.1,1.4,1,0.3,1.9
293,Brandon Walker,MTST,F,29,21.2,14.7,5.6,10.6,52.8,0.6,1.5,38.6,2.9,5.4,54.5,4.9,1.6,0.6,0.2,1.4
294,Ryan Sabol,BUF,G,29,33.7,14.7,4.7,11.3,41.3,2.7,7.3,36.2,2.7,3.1,86.8,2.9,2,0.8,0,2.1
295,TJ Simpkins,ELON,G,28,29.1,14.7,4.3,10.5,41,0.9,3.3,26.1,5.2,6.4,81.5,3.9,3,1.6,0.4,2.3
296,Honor Huff,UTC,G,31,35.2,14.7,4.3,10.1,42.7,3.3,7.8,41.7,2.8,3.3,85.1,1.9,2.3,1,0.1,1.3
297,Matthew-Alexander Moncrieffe,SEA,F,25,28.5,14.6,4.8,8.6,56.3,0,0.3,0,5,7.4,67.4,9.6,1.2,1,0.5,3
298,Kezza Giffa,HPU,G,30,28.4,14.6,4.3,9.8,44.4,1.2,3.6,32.1,4.8,5.6,85.7,2.5,2.5,0.4,0,1.8
299,Mehki Ellison,STET,G,32,29.3,14.6,5,11.3,43.9,1.5,4.2,36.6,3.2,4,78.3,2.7,2.5,0.8,0,2.7
300,Kam Woods,RMU,G,26,35.5,14.6,5.2,14.1,37.2,1.4,5,28.7,2.7,4.4,61.7,4.7,5.1,1.8,0.1,3
301,Elias Ralph,PAC,F,32,31.7,14.6,5.4,11.5,46.9,0.9,3.4,26.9,2.9,3.8,74.8,7.2,1.7,0.8,1.2,2.1
302,VJ Edgecombe,BAY,G,27,31.9,14.6,4.9,11.3,43.6,1.6,4.5,35.5,3.1,4.1,77.3,5.4,3.3,2.1,0.6,2
303,Tyon Grant-Foster,GCU,G,22,27.5,14.6,4.5,11.5,39,0.8,3.8,21.4,4.8,6.9,69.1,6.2,2.1,1.9,1.6,2.7
304,Bubu Benjamin,TAR,G,29,35.8,14.6,4.9,11,44.8,1.6,4.1,38.3,3.1,4,77.8,4.8,1.8,1.6,0.5,2.7
305,CJ Hines,ALST,G,28,29.1,14.6,5.2,12.1,42.8,2.1,5.5,37.9,2.1,2.9,74.1,3.1,2.5,1,0.1,1.4
306,Mason Falslev,USU,G,30,32.3,14.6,5.6,11.3,49.6,1.6,3.8,40.9,1.8,3.2,56.3,6.1,3.7,2.3,0.1,2.1
307,Melvin Council Jr.,SBU,G,29,36.8,14.6,5.9,13.1,44.9,1.2,3.8,31.2,1.6,1.9,83.6,5.3,4.1,2,0.4,1.8
308,All Wright,VAL,G,31,28.9,14.5,4.9,12.5,39.6,1.7,4.7,35.4,3,3.7,80.9,2.2,2.4,0.8,0.2,1.4
309,Cruz Davis,HOF,G,30,35,14.5,4.9,11.8,41.9,1.7,4.5,38.2,2.9,3.9,74.6,3.8,4.2,1.5,0.2,2.4
310,Will Sydnor,MAN,F,27,29.9,14.5,5.5,12,45.8,1.7,4.8,35.4,1.8,2.9,60.8,6.8,1.5,0.7,1.1,1.8
311,D'Maurian Williams,HPU,G,28,28,14.5,4.8,10.1,47.2,1.5,3.6,40.2,3.5,4.1,83.6,3.6,2.4,0.8,0.1,1.4
312,Thomas Sorber,GTWN,F,24,31.3,14.5,5.5,10.4,53.2,0.3,1.5,16.2,3.2,4.4,72.4,8.5,2.4,1.5,2,2.3
313,Rob Martin,SEMO,G,31,31.1,14.5,5.5,12,46.1,1.4,3.3,40.8,2.1,2.5,83.3,2.5,4.6,1,0.2,1.7
314,Jalin Anderson,UIW,PG,29,31.5,14.5,5.2,13.1,40,1.6,4.1,39,2.4,3.2,75.3,3.2,5,1.2,0.4,2.7
315,Great Osobor,WASH,F,29,30.9,14.5,5.1,10.9,46.5,0.4,1.5,25,4,6.4,61.5,8.3,3.3,1.9,0.5,3.3
316,Marcus Randolph,SPU,G,26,35.5,14.5,4,11.8,34.1,2.2,6.7,33.1,4.2,5.2,80.6,3.3,1.8,0.9,0.1,2.2
317,Nazir Williams,COR,G,25,27.3,14.4,5.4,10.8,50,1.4,3.9,36.1,2.2,2.8,81.2,4.4,3.7,0.9,0.1,2.6
318,Wooga Poplar,VILL,G,30,31.2,14.4,5,11,45.5,1.9,5.1,37.5,2.5,2.9,86.4,6.8,1.5,1.4,0.2,1.8
319,Teddy Washington Jr.,SEMO,G,30,32.5,14.4,5.2,13.2,39.5,1.9,6.4,29.8,2.1,2.7,78,5.4,2.5,1.9,0.4,1.7
320,Zhuric Phelps,TA&M,G,28,28.1,14.4,5.1,13.5,37.9,1.1,4,27.9,3.1,4.4,71.3,5.2,2.3,1.9,0.1,3.1
321,AC Bryant,AAMU,G,28,24,14.4,4.8,9.7,48.9,1.7,4,41.6,3.3,4.9,66.9,4.5,1.5,1.4,0.1,1.1
322,Robert Hinton,HARV,G,26,30.1,14.4,5.3,11.2,47.6,0.6,1.7,36.4,3.2,4.2,76.9,4,1.8,1.2,0,1.4
323,Max Mackinnon,PORT,G,31,27.9,14.4,4.9,10.5,46.6,1.2,2.9,40.4,3.5,3.9,89.2,4.8,3.1,0.7,0.3,2.2
324,Jalen Sullinger,KENT,G,29,29.1,14.4,4.9,11.6,42.1,2.1,5.9,34.9,2.6,3,87.4,1.8,1.9,1,0.1,1.9
325,Jakevion Buckley,SELA,G,30,29.7,14.4,5,10.7,46.9,0.4,1.7,25.5,4,5.3,74.4,4.5,4.1,1.8,0.1,2.9
326,Donovan Newby,UNCW,G,31,32,14.4,4.1,10.4,39.6,2.2,6.1,36.3,3.9,4.5,87.7,2.7,3.5,1.2,0.1,1.5
327,Themus Fulks,MILW,G,31,34.1,14.4,5,10.7,46.8,0.5,1.6,27.5,3.9,4.8,80.5,3.1,5.9,1.4,0,3.4
328,AJ Clayton,OHIO,F,26,27.9,14.4,4.9,10.6,46.5,2.3,6.3,36.4,2.2,2.7,81.7,5.4,1,0.6,1.5,1.2
329,Isaac McKneely,UVA,G,29,34.4,14.4,4.7,10.6,44.5,3.2,7.5,42.4,1.8,2.2,81,2.8,3,0.9,0.1,1.4
330,Jordan Jones,CCSU,G,29,29,14.4,5.4,11.4,47.1,1.4,3.9,36,2.2,2.7,81,3.3,3.6,1.4,0,1.8
331,Augustas Marciulionis,SMC,G,31,34.9,14.4,5.1,11.3,44.7,1.5,4.3,35.8,2.7,3.4,79.8,2.8,6.1,1.4,0.1,2.1
332,Jalen Leach,NU,G,23,31.5,14.3,4.7,10.4,44.8,1.7,4.3,39.4,3.3,3.9,86.5,2.1,3.4,1,0.1,1.7
333,Noa Gonsalves,UTU,G,29,35,14.3,4.9,10.9,44.9,2.3,6.4,36.4,2.2,2.5,88.9,2.9,1.5,1.1,0.2,1.4
334,Milos Ilic,L-MD,F,29,26.9,14.3,5.9,11.2,52.8,0.7,1.9,35.7,1.9,2.8,67.5,7.4,2.9,0.8,0.4,2.7
335,Caleb Grill,MIZ,G,24,25.2,14.3,4.5,9,50.5,2.8,6.6,43,2.4,2.8,85.3,3.6,1.1,1.8,0,0.9
336,Corey Tripp,WOF,G,30,28.3,14.3,5.2,11.8,43.9,1.8,5.1,34.6,2.2,2.7,81.7,3.9,3.1,0.9,0.3,2.2
337,Alexis Marmolejos,LAM,G,30,30.1,14.3,4.5,11,40.7,2.5,6.4,39.1,2.9,3.9,74.4,3,2.1,1.1,0,1.7
338,Jean Aranguren,HOF,G,31,32.8,14.3,4.8,11.9,40.7,1.6,4.6,34.7,3,4.2,72.3,5.6,4.2,1.1,0.3,2.4
339,Marcus Millender,UTSA,PG,28,34.1,14.3,4.9,11.2,43.9,2.3,5.2,43.8,2.2,2.5,88.4,2.6,3.4,1.8,0,1.6
340,Anthony Selden,GWEB,G,29,30.5,14.3,5.1,11,46.6,0.7,2.6,28.4,3.3,5.1,64.4,3.9,1.9,0.4,0.9,2.4
341,Tyler Whitney-Sidney,LEH,G,29,30.3,14.3,5.2,10.9,48.1,1.2,3.4,35.4,2.6,3.5,74.5,3.2,1.9,0.7,0,1.6
342,Byron Joshua,ALB,G,26,34.8,14.3,4.9,12,41,1.5,4.7,31.7,3,3.5,85.6,3.4,3,1.7,0,2.2
343,LJ Thomas,APSU,G,30,31.2,14.3,5.4,13,41.6,0.5,2.1,23.8,3,3.8,79.6,4.6,3.8,1,0.1,1.9
344,Alex Karaban,CONN,F,27,36.1,14.3,4.9,11.3,43.4,2,6,34,2.5,3,82.7,5,2.9,0.6,1.6,1.4
345,Jayden Brewer,FIU,G,27,26.6,14.3,5.1,10.7,47.9,0.4,2,20,3.7,5.2,70.2,5,1.7,1.1,0.4,1.7
346,Will Thomas,MORG,F,28,26.7,14.3,5.3,11.6,45.7,0.8,1.8,42.9,2.9,3.5,81.8,3.6,1.9,0.9,0.1,1.9
347,Nate Santos,DAY,F,29,33,14.3,4.7,10.4,44.7,2.1,4.9,43.4,2.8,3.8,74.5,5.3,1.5,0.4,0,1.5
348,Jordan Riley,ECU,G,29,33.6,14.3,5.1,10.3,49.3,0.5,2.2,21.5,3.6,5,72.2,5.9,2,2,0.6,1.7
